
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vbg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -100
TestParameter, Output.Graph.XAxis.Right, 100
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, IDrain
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 5E-06
TestParameter, Output.Graph.YAxis.Top, 5E-05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/04/2019 07:32:11
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 24593a51-8b56-4164-b806-a923d63d8e07
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vbg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -100
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 100
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, IDrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 5.3E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.3E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 1.2542372881355932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 1.2542372881355932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 1.2542372881355932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 1.2542372881355932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 1.2542372881355932
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:MP, Name=Vbg, Direction=Double, Linear/Log=LINEAR, Start=-100 V, Stop=100 V, Step=1 V, No. of Steps=201, Compliance=100 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:MP, Name=Drain, Source Mode=V, Source=50 mV, Compliance=100 uA	[CONSTANTS] Unit=SMU3:MP, Name=Source, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0.5	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TB_IdVg
Dimension1, 402, 402
Dimension2, 1, 1
DataName, Vbg, IDrain
DataValue, -100, 2.273E-05
DataValue, -99, 2.2514E-05
DataValue, -98, 2.2292E-05
DataValue, -97, 2.209E-05
DataValue, -96, 2.1932E-05
DataValue, -95, 2.179E-05
DataValue, -94, 2.162E-05
DataValue, -93, 2.1508E-05
DataValue, -92, 2.139E-05
DataValue, -91, 2.1276E-05
DataValue, -90, 2.1198E-05
DataValue, -89, 2.1092E-05
DataValue, -88, 2.1006000000000002E-05
DataValue, -87, 2.0904000000000002E-05
DataValue, -86, 2.0818E-05
DataValue, -85, 2.0718E-05
DataValue, -84, 2.0594E-05
DataValue, -83, 2.0412E-05
DataValue, -82, 2.0268E-05
DataValue, -81, 2.0094E-05
DataValue, -80, 1.9656E-05
DataValue, -79, 1.949E-05
DataValue, -78, 1.9324E-05
DataValue, -77, 1.9174E-05
DataValue, -76, 1.899E-05
DataValue, -75, 1.8872E-05
DataValue, -74, 1.8722E-05
DataValue, -73, 1.86E-05
DataValue, -72, 1.8448E-05
DataValue, -71, 1.8302000000000002E-05
DataValue, -70, 1.8184E-05
DataValue, -69, 1.8048E-05
DataValue, -68, 1.794E-05
DataValue, -67, 1.7796E-05
DataValue, -66, 1.7648E-05
DataValue, -65, 1.7496E-05
DataValue, -64, 1.7354E-05
DataValue, -63, 1.7172E-05
DataValue, -62, 1.7024E-05
DataValue, -61, 1.6872E-05
DataValue, -60, 1.6712000000000002E-05
DataValue, -59, 1.6526E-05
DataValue, -58, 1.6378E-05
DataValue, -57, 1.6234E-05
DataValue, -56, 1.6058E-05
DataValue, -55, 1.5906E-05
DataValue, -54, 1.5752E-05
DataValue, -53, 1.5596E-05
DataValue, -52, 1.5438E-05
DataValue, -51, 1.5278000000000002E-05
DataValue, -50, 1.5118E-05
DataValue, -49, 1.4940000000000001E-05
DataValue, -48, 1.4772E-05
DataValue, -47, 1.4616E-05
DataValue, -46, 1.445E-05
DataValue, -45, 1.4276E-05
DataValue, -44, 1.4128000000000001E-05
DataValue, -43, 1.3964E-05
DataValue, -42, 1.3788E-05
DataValue, -41, 1.3626000000000001E-05
DataValue, -40, 1.3488E-05
DataValue, -39, 1.3302E-05
DataValue, -38, 1.3144E-05
DataValue, -37, 1.2978E-05
DataValue, -36, 1.2826E-05
DataValue, -35, 1.2636E-05
DataValue, -34, 1.2482E-05
DataValue, -33, 1.231E-05
DataValue, -32, 1.2134000000000001E-05
DataValue, -31, 1.1978000000000001E-05
DataValue, -30, 1.1812E-05
DataValue, -29, 1.163E-05
DataValue, -28, 1.146E-05
DataValue, -27, 1.1272E-05
DataValue, -26, 1.1102E-05
DataValue, -25, 1.0914000000000001E-05
DataValue, -24, 1.0774E-05
DataValue, -23, 1.061E-05
DataValue, -22, 1.0416E-05
DataValue, -21, 1.0258E-05
DataValue, -20, 1.009E-05
DataValue, -19, 9.9077000000000017E-06
DataValue, -18, 9.7637000000000011E-06
DataValue, -17, 9.6033000000000017E-06
DataValue, -16, 9.4614E-06
DataValue, -15, 9.3015E-06
DataValue, -14, 9.1416E-06
DataValue, -13, 8.9616E-06
DataValue, -12, 8.8189000000000012E-06
DataValue, -11, 8.6438E-06
DataValue, -10, 8.4743000000000012E-06
DataValue, -9, 8.3281E-06
DataValue, -8, 8.1568000000000013E-06
DataValue, -7, 7.9866E-06
DataValue, -6, 7.8233E-06
DataValue, -5, 7.6799E-06
DataValue, -4, 7.5538E-06
DataValue, -3, 7.3883000000000009E-06
DataValue, -2, 7.2664000000000004E-06
DataValue, -1, 7.1481000000000011E-06
DataValue, 0, 7.0093000000000008E-06
DataValue, 1, 6.9103000000000006E-06
DataValue, 2, 6.806600000000001E-06
DataValue, 3, 6.6899000000000009E-06
DataValue, 4, 6.5821000000000009E-06
DataValue, 5, 6.4599000000000006E-06
DataValue, 6, 6.3688000000000008E-06
DataValue, 7, 6.2551000000000005E-06
DataValue, 8, 6.1567000000000007E-06
DataValue, 9, 6.0647000000000006E-06
DataValue, 10, 5.9593000000000007E-06
DataValue, 11, 5.8803E-06
DataValue, 12, 5.7953E-06
DataValue, 13, 5.7316E-06
DataValue, 14, 5.6718000000000005E-06
DataValue, 15, 5.6158000000000005E-06
DataValue, 16, 5.5800000000000008E-06
DataValue, 17, 5.5425000000000007E-06
DataValue, 18, 5.5265E-06
DataValue, 19, 5.4918000000000005E-06
DataValue, 20, 5.4532000000000006E-06
DataValue, 21, 5.4496E-06
DataValue, 22, 5.4292000000000005E-06
DataValue, 23, 5.4402000000000009E-06
DataValue, 24, 5.4413000000000007E-06
DataValue, 25, 5.4512000000000004E-06
DataValue, 26, 5.4546E-06
DataValue, 27, 5.4691000000000007E-06
DataValue, 28, 5.4842000000000008E-06
DataValue, 29, 5.496E-06
DataValue, 30, 5.5201000000000007E-06
DataValue, 31, 5.5322E-06
DataValue, 32, 5.5527E-06
DataValue, 33, 5.5781000000000009E-06
DataValue, 34, 5.5822000000000005E-06
DataValue, 35, 5.6017000000000009E-06
DataValue, 36, 5.621800000000001E-06
DataValue, 37, 5.6563E-06
DataValue, 38, 5.6696000000000007E-06
DataValue, 39, 5.7078000000000006E-06
DataValue, 40, 5.7246E-06
DataValue, 41, 5.7388000000000009E-06
DataValue, 42, 5.7561000000000007E-06
DataValue, 43, 5.7728000000000009E-06
DataValue, 44, 5.8093000000000004E-06
DataValue, 45, 5.8352000000000005E-06
DataValue, 46, 5.8575E-06
DataValue, 47, 5.881800000000001E-06
DataValue, 48, 5.9138000000000009E-06
DataValue, 49, 5.9084000000000009E-06
DataValue, 50, 5.9337000000000005E-06
DataValue, 51, 5.9640000000000008E-06
DataValue, 52, 6.003100000000001E-06
DataValue, 53, 6.0089E-06
DataValue, 54, 6.0268000000000005E-06
DataValue, 55, 6.0415000000000005E-06
DataValue, 56, 6.0572E-06
DataValue, 57, 6.0807000000000009E-06
DataValue, 58, 6.1087000000000005E-06
DataValue, 59, 6.130200000000001E-06
DataValue, 60, 6.1614000000000008E-06
DataValue, 61, 6.1774E-06
DataValue, 62, 6.2041000000000005E-06
DataValue, 63, 6.2267000000000009E-06
DataValue, 64, 6.234100000000001E-06
DataValue, 65, 6.2908000000000008E-06
DataValue, 66, 6.3377E-06
DataValue, 67, 6.355400000000001E-06
DataValue, 68, 6.378200000000001E-06
DataValue, 69, 6.3784000000000006E-06
DataValue, 70, 6.3814000000000004E-06
DataValue, 71, 6.406400000000001E-06
DataValue, 72, 6.431500000000001E-06
DataValue, 73, 6.4348000000000006E-06
DataValue, 74, 6.4576000000000006E-06
DataValue, 75, 6.4748E-06
DataValue, 76, 6.4853E-06
DataValue, 77, 6.5017000000000008E-06
DataValue, 78, 6.5285E-06
DataValue, 79, 6.5611000000000006E-06
DataValue, 80, 6.5689000000000008E-06
DataValue, 81, 6.5951000000000006E-06
DataValue, 82, 6.620400000000001E-06
DataValue, 83, 6.6623000000000006E-06
DataValue, 84, 6.6681000000000006E-06
DataValue, 85, 6.6913000000000006E-06
DataValue, 86, 6.712E-06
DataValue, 87, 6.7407000000000005E-06
DataValue, 88, 6.7717000000000007E-06
DataValue, 89, 6.8024E-06
DataValue, 90, 6.8118000000000006E-06
DataValue, 91, 6.8349E-06
DataValue, 92, 6.8632000000000006E-06
DataValue, 93, 6.8941000000000006E-06
DataValue, 94, 6.9112000000000008E-06
DataValue, 95, 6.9465E-06
DataValue, 96, 6.9680000000000009E-06
DataValue, 97, 6.994E-06
DataValue, 98, 7.020200000000001E-06
DataValue, 99, 7.0471000000000007E-06
DataValue, 100, 7.0777000000000009E-06
DataValue, 100, 7.0865000000000007E-06
DataValue, 99, 7.068900000000001E-06
DataValue, 98, 7.0585000000000011E-06
DataValue, 97, 7.0348000000000008E-06
DataValue, 96, 7.0048000000000011E-06
DataValue, 95, 6.9684000000000009E-06
DataValue, 94, 6.9515000000000011E-06
DataValue, 93, 6.9063000000000011E-06
DataValue, 92, 6.8871000000000005E-06
DataValue, 91, 6.8529000000000009E-06
DataValue, 90, 6.8110000000000005E-06
DataValue, 89, 6.7788000000000011E-06
DataValue, 88, 6.7017000000000006E-06
DataValue, 87, 6.6479E-06
DataValue, 86, 6.583700000000001E-06
DataValue, 85, 6.5189E-06
DataValue, 84, 6.4689000000000009E-06
DataValue, 83, 6.4202000000000008E-06
DataValue, 82, 6.3707000000000007E-06
DataValue, 81, 6.3533000000000006E-06
DataValue, 80, 6.3159000000000008E-06
DataValue, 79, 6.2807000000000007E-06
DataValue, 78, 6.2491000000000009E-06
DataValue, 77, 6.2478000000000006E-06
DataValue, 76, 6.2203E-06
DataValue, 75, 6.2119000000000006E-06
DataValue, 74, 6.1807000000000008E-06
DataValue, 73, 6.1365000000000005E-06
DataValue, 72, 6.1333E-06
DataValue, 71, 6.0980000000000007E-06
DataValue, 70, 6.0791000000000008E-06
DataValue, 69, 6.048300000000001E-06
DataValue, 68, 6.0257000000000006E-06
DataValue, 67, 6.0037000000000006E-06
DataValue, 66, 5.9874000000000005E-06
DataValue, 65, 5.9667000000000008E-06
DataValue, 64, 5.9476000000000005E-06
DataValue, 63, 5.9386E-06
DataValue, 62, 5.9221000000000004E-06
DataValue, 61, 5.9051000000000004E-06
DataValue, 60, 5.8905000000000006E-06
DataValue, 59, 5.8679E-06
DataValue, 58, 5.839300000000001E-06
DataValue, 57, 5.8249000000000008E-06
DataValue, 56, 5.8043000000000005E-06
DataValue, 55, 5.7945E-06
DataValue, 54, 5.7653000000000005E-06
DataValue, 53, 5.7362E-06
DataValue, 52, 5.7074000000000006E-06
DataValue, 51, 5.7105000000000006E-06
