
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vbg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -100
TestParameter, Output.Graph.XAxis.Right, 100
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, IDrain
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 5E-06
TestParameter, Output.Graph.YAxis.Top, 5E-05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/04/2019 07:34:01
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 4
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, c66c1631-335c-4d5f-b4f8-dbd670aa8788
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vbg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -100
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 100
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, IDrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 5.2E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.3E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:MP, Name=Vbg, Direction=Double, Linear/Log=LINEAR, Start=-100 V, Stop=100 V, Step=1 V, No. of Steps=201, Compliance=100 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:MP, Name=Drain, Source Mode=V, Source=50 mV, Compliance=100 uA	[CONSTANTS] Unit=SMU3:MP, Name=Source, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0.5	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TB_IdVg
Dimension1, 402, 402
Dimension2, 1, 1
DataName, Vbg, IDrain
DataValue, -100, 2.2218E-05
DataValue, -99, 2.202E-05
DataValue, -98, 2.1854E-05
DataValue, -97, 2.169E-05
DataValue, -96, 2.1538E-05
DataValue, -95, 2.1408000000000002E-05
DataValue, -94, 2.1298000000000002E-05
DataValue, -93, 2.1186E-05
DataValue, -92, 2.1084E-05
DataValue, -91, 2.0974E-05
DataValue, -90, 2.0864000000000002E-05
DataValue, -89, 2.0772E-05
DataValue, -88, 2.0680000000000002E-05
DataValue, -87, 2.0612000000000002E-05
DataValue, -86, 2.0518000000000002E-05
DataValue, -85, 2.0444E-05
DataValue, -84, 2.037E-05
DataValue, -83, 2.0300000000000002E-05
DataValue, -82, 2.0214E-05
DataValue, -81, 2.0144000000000002E-05
DataValue, -80, 2.0086E-05
DataValue, -79, 2.0026E-05
DataValue, -78, 1.9966E-05
DataValue, -77, 1.9914E-05
DataValue, -76, 1.9838000000000002E-05
DataValue, -75, 1.9756000000000002E-05
DataValue, -74, 1.9622E-05
DataValue, -73, 1.9416000000000002E-05
DataValue, -72, 1.9308000000000002E-05
DataValue, -71, 1.9206000000000002E-05
DataValue, -70, 1.9106E-05
DataValue, -69, 1.9002000000000002E-05
DataValue, -68, 1.8902E-05
DataValue, -67, 1.8812000000000002E-05
DataValue, -66, 1.8726E-05
DataValue, -65, 1.8626E-05
DataValue, -64, 1.857E-05
DataValue, -63, 1.85E-05
DataValue, -62, 1.843E-05
DataValue, -61, 1.828E-05
DataValue, -60, 1.8172E-05
DataValue, -59, 1.8062E-05
DataValue, -58, 1.7942000000000002E-05
DataValue, -57, 1.7834E-05
DataValue, -56, 1.7716E-05
DataValue, -55, 1.7594E-05
DataValue, -54, 1.7468E-05
DataValue, -53, 1.7348E-05
DataValue, -52, 1.7192E-05
DataValue, -51, 1.7036E-05
DataValue, -50, 1.69E-05
DataValue, -49, 1.6744E-05
DataValue, -48, 1.658E-05
DataValue, -47, 1.6428E-05
DataValue, -46, 1.6270000000000002E-05
DataValue, -45, 1.6088E-05
DataValue, -44, 1.5918E-05
DataValue, -43, 1.5754000000000002E-05
DataValue, -42, 1.5596E-05
DataValue, -41, 1.542E-05
DataValue, -40, 1.5254E-05
DataValue, -39, 1.5100000000000001E-05
DataValue, -38, 1.4920000000000001E-05
DataValue, -37, 1.4762E-05
DataValue, -36, 1.4614000000000001E-05
DataValue, -35, 1.444E-05
DataValue, -34, 1.4272E-05
DataValue, -33, 1.4094000000000001E-05
DataValue, -32, 1.391E-05
DataValue, -31, 1.3718E-05
DataValue, -30, 1.3532E-05
DataValue, -29, 1.3346E-05
DataValue, -28, 1.3160000000000001E-05
DataValue, -27, 1.2968E-05
DataValue, -26, 1.2790000000000001E-05
DataValue, -25, 1.2594E-05
DataValue, -24, 1.239E-05
DataValue, -23, 1.2206E-05
DataValue, -22, 1.2018E-05
DataValue, -21, 1.183E-05
DataValue, -20, 1.1632E-05
DataValue, -19, 1.1456E-05
DataValue, -18, 1.127E-05
DataValue, -17, 1.107E-05
DataValue, -16, 1.0888E-05
DataValue, -15, 1.0702E-05
DataValue, -14, 1.0518E-05
DataValue, -13, 1.0328E-05
DataValue, -12, 1.0144E-05
DataValue, -11, 9.9364E-06
DataValue, -10, 9.7466E-06
DataValue, -9, 9.562800000000001E-06
DataValue, -8, 9.3868000000000013E-06
DataValue, -7, 9.2092000000000015E-06
DataValue, -6, 9.0239E-06
DataValue, -5, 8.8531000000000017E-06
DataValue, -4, 8.6897E-06
DataValue, -3, 8.5034E-06
DataValue, -2, 8.3208E-06
DataValue, -1, 8.1481E-06
DataValue, 0, 7.9871E-06
DataValue, 1, 7.839900000000001E-06
DataValue, 2, 7.6937E-06
DataValue, 3, 7.533200000000001E-06
DataValue, 4, 7.3888000000000012E-06
DataValue, 5, 7.2306000000000007E-06
DataValue, 6, 7.0816000000000009E-06
DataValue, 7, 6.9337000000000011E-06
DataValue, 8, 6.7962000000000011E-06
DataValue, 9, 6.6660000000000011E-06
DataValue, 10, 6.5249000000000008E-06
DataValue, 11, 6.4049E-06
DataValue, 12, 6.282400000000001E-06
DataValue, 13, 6.166900000000001E-06
DataValue, 14, 6.0623E-06
DataValue, 15, 5.9601000000000008E-06
DataValue, 16, 5.8721000000000009E-06
DataValue, 17, 5.7956000000000009E-06
DataValue, 18, 5.7218000000000009E-06
DataValue, 19, 5.6471000000000005E-06
DataValue, 20, 5.5805E-06
DataValue, 21, 5.5329000000000008E-06
DataValue, 22, 5.4762E-06
DataValue, 23, 5.4385000000000005E-06
DataValue, 24, 5.4121E-06
DataValue, 25, 5.3888000000000008E-06
DataValue, 26, 5.3776000000000008E-06
DataValue, 27, 5.3506000000000009E-06
DataValue, 28, 5.3437E-06
DataValue, 29, 5.3337E-06
DataValue, 30, 5.3399E-06
DataValue, 31, 5.3556000000000009E-06
DataValue, 32, 5.3615E-06
DataValue, 33, 5.3731E-06
DataValue, 34, 5.3813000000000005E-06
DataValue, 35, 5.3908E-06
DataValue, 36, 5.4126000000000005E-06
DataValue, 37, 5.4265000000000005E-06
DataValue, 38, 5.4501000000000006E-06
DataValue, 39, 5.4701E-06
DataValue, 40, 5.4931000000000008E-06
DataValue, 41, 5.5124000000000008E-06
DataValue, 42, 5.5275000000000009E-06
DataValue, 43, 5.5494000000000006E-06
DataValue, 44, 5.569E-06
DataValue, 45, 5.6035000000000006E-06
DataValue, 46, 5.6352000000000007E-06
DataValue, 47, 5.6463000000000005E-06
DataValue, 48, 5.6795000000000004E-06
DataValue, 49, 5.6943000000000007E-06
DataValue, 50, 5.728800000000001E-06
DataValue, 51, 5.7389E-06
DataValue, 52, 5.776700000000001E-06
DataValue, 53, 5.7932000000000007E-06
DataValue, 54, 5.8217000000000005E-06
DataValue, 55, 5.8367E-06
DataValue, 56, 5.8479E-06
DataValue, 57, 5.8762000000000006E-06
DataValue, 58, 5.898400000000001E-06
DataValue, 59, 5.9117000000000005E-06
DataValue, 60, 5.9400000000000007E-06
DataValue, 61, 5.9566000000000007E-06
DataValue, 62, 5.9786000000000007E-06
DataValue, 63, 5.9988000000000009E-06
DataValue, 64, 6.0130000000000007E-06
DataValue, 65, 6.039400000000001E-06
DataValue, 66, 6.067600000000001E-06
DataValue, 67, 6.1000000000000009E-06
DataValue, 68, 6.1165000000000006E-06
DataValue, 69, 6.1363000000000009E-06
DataValue, 70, 6.1585E-06
DataValue, 71, 6.1760000000000007E-06
DataValue, 72, 6.1949000000000006E-06
DataValue, 73, 6.2340000000000008E-06
DataValue, 74, 6.265400000000001E-06
DataValue, 75, 6.2656000000000006E-06
DataValue, 76, 6.3037E-06
DataValue, 77, 6.3217000000000008E-06
DataValue, 78, 6.328E-06
DataValue, 79, 6.3723000000000008E-06
DataValue, 80, 6.3757000000000006E-06
DataValue, 81, 6.4144000000000008E-06
DataValue, 82, 6.4235E-06
DataValue, 83, 6.4445000000000007E-06
DataValue, 84, 6.473600000000001E-06
DataValue, 85, 6.481E-06
DataValue, 86, 6.5145000000000009E-06
DataValue, 87, 6.5292000000000009E-06
DataValue, 88, 6.5701000000000008E-06
DataValue, 89, 6.6047000000000005E-06
DataValue, 90, 6.6180000000000008E-06
DataValue, 91, 6.634700000000001E-06
DataValue, 92, 6.654000000000001E-06
DataValue, 93, 6.6924000000000005E-06
DataValue, 94, 6.7146000000000009E-06
DataValue, 95, 6.7331000000000008E-06
DataValue, 96, 6.7629000000000009E-06
DataValue, 97, 6.7669E-06
DataValue, 98, 6.7924E-06
DataValue, 99, 6.8164000000000005E-06
DataValue, 100, 6.8390000000000009E-06
DataValue, 100, 6.8652000000000008E-06
DataValue, 99, 6.8517000000000008E-06
DataValue, 98, 6.8396000000000006E-06
DataValue, 97, 6.8127000000000009E-06
DataValue, 96, 6.786100000000001E-06
DataValue, 95, 6.780300000000001E-06
DataValue, 94, 6.7647000000000006E-06
DataValue, 93, 6.7349000000000005E-06
DataValue, 92, 6.7078E-06
DataValue, 91, 6.69E-06
DataValue, 90, 6.6603E-06
DataValue, 89, 6.6462000000000008E-06
DataValue, 88, 6.6427000000000008E-06
DataValue, 87, 6.6117000000000006E-06
DataValue, 86, 6.5962000000000005E-06
DataValue, 85, 6.5715000000000005E-06
DataValue, 84, 6.5335000000000011E-06
DataValue, 83, 6.4867000000000009E-06
DataValue, 82, 6.461600000000001E-06
DataValue, 81, 6.4384000000000009E-06
DataValue, 80, 6.4101000000000007E-06
DataValue, 79, 6.3787000000000004E-06
DataValue, 78, 6.3395000000000009E-06
DataValue, 77, 6.311E-06
DataValue, 76, 6.2819000000000008E-06
DataValue, 75, 6.2429000000000008E-06
DataValue, 74, 6.2093000000000008E-06
DataValue, 73, 6.1749000000000008E-06
DataValue, 72, 6.1394000000000009E-06
DataValue, 71, 6.104E-06
DataValue, 70, 6.070700000000001E-06
DataValue, 69, 6.0362000000000008E-06
DataValue, 68, 6.0111000000000008E-06
DataValue, 67, 5.9822000000000009E-06
DataValue, 66, 5.9635000000000006E-06
DataValue, 65, 5.9334000000000007E-06
DataValue, 64, 5.8893000000000005E-06
DataValue, 63, 5.8746000000000005E-06
DataValue, 62, 5.8468000000000005E-06
DataValue, 61, 5.8109000000000006E-06
DataValue, 60, 5.8016000000000005E-06
DataValue, 59, 5.7893000000000006E-06
DataValue, 58, 5.7715000000000006E-06
DataValue, 57, 5.7433000000000006E-06
DataValue, 56, 5.7252000000000007E-06
DataValue, 55, 5.7133000000000008E-06
DataValue, 54, 5.6863000000000009E-06
DataValue, 53, 5.6808000000000007E-06
DataValue, 52, 5.6636E-06
