
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vbg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -100
TestParameter, Output.Graph.XAxis.Right, 100
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, IDrain
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 5E-06
TestParameter, Output.Graph.YAxis.Top, 5E-05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/04/2019 07:33:23
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 2b9bcedb-be68-4248-afcb-6ce7c948c03b
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vbg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -100
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 100
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, IDrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 5.2E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.3E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 1.252808988764045
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:MP, Name=Vbg, Direction=Double, Linear/Log=LINEAR, Start=-100 V, Stop=100 V, Step=1 V, No. of Steps=201, Compliance=100 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:MP, Name=Drain, Source Mode=V, Source=50 mV, Compliance=100 uA	[CONSTANTS] Unit=SMU3:MP, Name=Source, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0.5	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TB_IdVg
Dimension1, 402, 402
Dimension2, 1, 1
DataName, Vbg, IDrain
DataValue, -100, 2.2288E-05
DataValue, -99, 2.2066000000000002E-05
DataValue, -98, 2.1882E-05
DataValue, -97, 2.1714E-05
DataValue, -96, 2.1556E-05
DataValue, -95, 2.1422E-05
DataValue, -94, 2.1294E-05
DataValue, -93, 2.1168E-05
DataValue, -92, 2.1056E-05
DataValue, -91, 2.0944E-05
DataValue, -90, 2.0852E-05
DataValue, -89, 2.0758E-05
DataValue, -88, 2.0666000000000002E-05
DataValue, -87, 2.0592000000000002E-05
DataValue, -86, 2.052E-05
DataValue, -85, 2.0436000000000002E-05
DataValue, -84, 2.0348000000000002E-05
DataValue, -83, 2.027E-05
DataValue, -82, 2.0206E-05
DataValue, -81, 2.0150000000000002E-05
DataValue, -80, 2.0024E-05
DataValue, -79, 1.9906000000000002E-05
DataValue, -78, 1.9752E-05
DataValue, -77, 1.9580000000000002E-05
DataValue, -76, 1.9426E-05
DataValue, -75, 1.9274000000000002E-05
DataValue, -74, 1.9132E-05
DataValue, -73, 1.8968000000000002E-05
DataValue, -72, 1.8822E-05
DataValue, -71, 1.8612E-05
DataValue, -70, 1.8398E-05
DataValue, -69, 1.8282000000000002E-05
DataValue, -68, 1.8146000000000002E-05
DataValue, -67, 1.7998E-05
DataValue, -66, 1.785E-05
DataValue, -65, 1.7706E-05
DataValue, -64, 1.7556E-05
DataValue, -63, 1.7392000000000002E-05
DataValue, -62, 1.7246E-05
DataValue, -61, 1.7108E-05
DataValue, -60, 1.6966E-05
DataValue, -59, 1.682E-05
DataValue, -58, 1.6688E-05
DataValue, -57, 1.6544E-05
DataValue, -56, 1.6406000000000002E-05
DataValue, -55, 1.6268E-05
DataValue, -54, 1.6128000000000002E-05
DataValue, -53, 1.5974E-05
DataValue, -52, 1.5834E-05
DataValue, -51, 1.5682E-05
DataValue, -50, 1.552E-05
DataValue, -49, 1.5360000000000002E-05
DataValue, -48, 1.52E-05
DataValue, -47, 1.5038E-05
DataValue, -46, 1.4874E-05
DataValue, -45, 1.4698E-05
DataValue, -44, 1.4504E-05
DataValue, -43, 1.4334E-05
DataValue, -42, 1.4202E-05
DataValue, -41, 1.4054000000000001E-05
DataValue, -40, 1.3912E-05
DataValue, -39, 1.3774E-05
DataValue, -38, 1.3632000000000001E-05
DataValue, -37, 1.3478E-05
DataValue, -36, 1.3330000000000001E-05
DataValue, -35, 1.3180000000000001E-05
DataValue, -34, 1.3016E-05
DataValue, -33, 1.2868000000000001E-05
DataValue, -32, 1.271E-05
DataValue, -31, 1.2544E-05
DataValue, -30, 1.2398E-05
DataValue, -29, 1.2236000000000001E-05
DataValue, -28, 1.2078E-05
DataValue, -27, 1.1908E-05
DataValue, -26, 1.1748E-05
DataValue, -25, 1.1588E-05
DataValue, -24, 1.1432E-05
DataValue, -23, 1.1258E-05
DataValue, -22, 1.1092E-05
DataValue, -21, 1.093E-05
DataValue, -20, 1.0764E-05
DataValue, -19, 1.0594E-05
DataValue, -18, 1.0442000000000001E-05
DataValue, -17, 1.0278E-05
DataValue, -16, 1.0138E-05
DataValue, -15, 9.994E-06
DataValue, -14, 9.8196000000000017E-06
DataValue, -13, 9.6799E-06
DataValue, -12, 9.5374000000000012E-06
DataValue, -11, 9.3721000000000013E-06
DataValue, -10, 9.2065E-06
DataValue, -9, 9.0377000000000016E-06
DataValue, -8, 8.8708000000000015E-06
DataValue, -7, 8.6076E-06
DataValue, -6, 8.3636E-06
DataValue, -5, 8.1403E-06
DataValue, -4, 7.871600000000001E-06
DataValue, -3, 7.6530000000000011E-06
DataValue, -2, 7.5137000000000006E-06
DataValue, -1, 7.4010000000000008E-06
DataValue, 0, 7.2935000000000006E-06
DataValue, 1, 7.1900000000000006E-06
DataValue, 2, 7.0723000000000009E-06
DataValue, 3, 6.9433000000000009E-06
DataValue, 4, 6.8103000000000007E-06
DataValue, 5, 6.6821000000000008E-06
DataValue, 6, 6.565900000000001E-06
DataValue, 7, 6.4518000000000006E-06
DataValue, 8, 6.3288E-06
DataValue, 9, 6.2162000000000007E-06
DataValue, 10, 6.1004000000000009E-06
DataValue, 11, 5.9924000000000004E-06
DataValue, 12, 5.8937000000000008E-06
DataValue, 13, 5.8130000000000009E-06
DataValue, 14, 5.7450000000000009E-06
DataValue, 15, 5.6789000000000008E-06
DataValue, 16, 5.6105000000000007E-06
DataValue, 17, 5.5577E-06
DataValue, 18, 5.5032000000000009E-06
DataValue, 19, 5.4663000000000005E-06
DataValue, 20, 5.4408000000000005E-06
DataValue, 21, 5.4171E-06
DataValue, 22, 5.4007000000000007E-06
DataValue, 23, 5.3841000000000007E-06
DataValue, 24, 5.3769E-06
DataValue, 25, 5.3691000000000008E-06
DataValue, 26, 5.3768000000000008E-06
DataValue, 27, 5.3814000000000007E-06
DataValue, 28, 5.3896000000000009E-06
DataValue, 29, 5.4157000000000005E-06
DataValue, 30, 5.4225E-06
DataValue, 31, 5.4422E-06
DataValue, 32, 5.4506000000000008E-06
DataValue, 33, 5.4742000000000009E-06
DataValue, 34, 5.489E-06
DataValue, 35, 5.5164E-06
DataValue, 36, 5.5302000000000009E-06
DataValue, 37, 5.555E-06
DataValue, 38, 5.5738000000000007E-06
DataValue, 39, 5.5918E-06
DataValue, 40, 5.6188E-06
DataValue, 41, 5.6516E-06
DataValue, 42, 5.6743000000000009E-06
DataValue, 43, 5.6990000000000008E-06
DataValue, 44, 5.7263000000000006E-06
DataValue, 45, 5.7475000000000005E-06
DataValue, 46, 5.7611000000000006E-06
DataValue, 47, 5.7765000000000005E-06
DataValue, 48, 5.8073E-06
DataValue, 49, 5.8323000000000009E-06
DataValue, 50, 5.861300000000001E-06
DataValue, 51, 5.8862000000000005E-06
DataValue, 52, 5.8886000000000007E-06
DataValue, 53, 5.9013000000000006E-06
DataValue, 54, 5.9359E-06
DataValue, 55, 5.9690000000000008E-06
DataValue, 56, 5.9869E-06
DataValue, 57, 6.0047E-06
DataValue, 58, 6.0374000000000008E-06
DataValue, 59, 6.0338000000000006E-06
DataValue, 60, 6.0543000000000006E-06
DataValue, 61, 6.0729000000000008E-06
DataValue, 62, 6.1029000000000005E-06
DataValue, 63, 6.1242000000000006E-06
DataValue, 64, 6.1554E-06
DataValue, 65, 6.1780000000000008E-06
DataValue, 66, 6.1960000000000005E-06
DataValue, 67, 6.2281000000000006E-06
DataValue, 68, 6.2264E-06
DataValue, 69, 6.2556000000000007E-06
DataValue, 70, 6.2839000000000009E-06
DataValue, 71, 6.3150000000000005E-06
DataValue, 72, 6.334900000000001E-06
DataValue, 73, 6.3466E-06
DataValue, 74, 6.3718000000000006E-06
DataValue, 75, 6.3902E-06
DataValue, 76, 6.4108000000000005E-06
DataValue, 77, 6.4393E-06
DataValue, 78, 6.4632000000000011E-06
DataValue, 79, 6.4850000000000006E-06
DataValue, 80, 6.4923000000000005E-06
DataValue, 81, 6.5190000000000006E-06
DataValue, 82, 6.5288000000000009E-06
DataValue, 83, 6.555100000000001E-06
DataValue, 84, 6.569800000000001E-06
DataValue, 85, 6.6018000000000009E-06
DataValue, 86, 6.640100000000001E-06
DataValue, 87, 6.6614E-06
DataValue, 88, 6.6977E-06
DataValue, 89, 6.7029000000000007E-06
DataValue, 90, 6.7340000000000011E-06
DataValue, 91, 6.7618000000000011E-06
DataValue, 92, 6.7881E-06
DataValue, 93, 6.8173000000000008E-06
DataValue, 94, 6.8355000000000009E-06
DataValue, 95, 6.8632000000000006E-06
DataValue, 96, 6.8901E-06
DataValue, 97, 6.908200000000001E-06
DataValue, 98, 6.9417000000000008E-06
DataValue, 99, 6.9736000000000005E-06
DataValue, 100, 7.0046000000000007E-06
DataValue, 100, 7.0241000000000011E-06
DataValue, 99, 7.0000000000000007E-06
DataValue, 98, 6.9817000000000004E-06
DataValue, 97, 6.9502000000000008E-06
DataValue, 96, 6.9215000000000006E-06
DataValue, 95, 6.8991000000000006E-06
DataValue, 94, 6.862200000000001E-06
DataValue, 93, 6.834800000000001E-06
DataValue, 92, 6.8117E-06
DataValue, 91, 6.7813000000000006E-06
DataValue, 90, 6.7528000000000008E-06
DataValue, 89, 6.7226000000000007E-06
DataValue, 88, 6.7045000000000008E-06
DataValue, 87, 6.6786000000000007E-06
DataValue, 86, 6.6384000000000007E-06
DataValue, 85, 6.6143E-06
DataValue, 84, 6.5708000000000007E-06
DataValue, 83, 6.538100000000001E-06
DataValue, 82, 6.5111000000000011E-06
DataValue, 81, 6.4997000000000006E-06
DataValue, 80, 6.4564000000000006E-06
DataValue, 79, 6.4245000000000009E-06
DataValue, 78, 6.3821E-06
DataValue, 77, 6.3772000000000005E-06
DataValue, 76, 6.3624E-06
DataValue, 75, 6.3176E-06
DataValue, 74, 6.3037E-06
DataValue, 73, 6.2727000000000009E-06
DataValue, 72, 6.2451000000000006E-06
DataValue, 71, 6.2149E-06
DataValue, 70, 6.1973000000000008E-06
DataValue, 69, 6.1595000000000009E-06
DataValue, 68, 6.1118000000000005E-06
DataValue, 67, 6.0752000000000007E-06
DataValue, 66, 6.0179000000000004E-06
DataValue, 65, 5.980300000000001E-06
DataValue, 64, 5.9393000000000009E-06
DataValue, 63, 5.9141000000000007E-06
DataValue, 62, 5.881000000000001E-06
DataValue, 61, 5.8799E-06
DataValue, 60, 5.8341000000000006E-06
DataValue, 59, 5.8124000000000005E-06
DataValue, 58, 5.7737E-06
DataValue, 57, 5.7513E-06
DataValue, 56, 5.7276000000000009E-06
DataValue, 55, 5.7003E-06
DataValue, 54, 5.6683000000000004E-06
DataValue, 53, 5.6547E-06
DataValue, 52, 5.6273E-06
