
SetupTitle, TB_IdVg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vbg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -100
TestParameter, Output.Graph.XAxis.Right, 100
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, IDrain
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 5E-06
TestParameter, Output.Graph.YAxis.Top, 5E-05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/05/2019 09:37:39
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 3db1a956-0ea3-412d-8904-536b66ea6d54
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vbg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -100
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 100
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, IDrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 5.5E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 4E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.63768115942028969
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.63768115942028969
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.63768115942028969
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.63768115942028969
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.63768115942028969
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:MP, Name=Vbg, Direction=Double, Linear/Log=LINEAR, Start=-100 V, Stop=100 V, Step=1 V, No. of Steps=201, Compliance=100 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:MP, Name=Drain, Source Mode=V, Source=50 mV, Compliance=100 uA	[CONSTANTS] Unit=SMU3:MP, Name=Source, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0.5	5
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TB_IdVg
Dimension1, 402, 402
Dimension2, 1, 1
DataName, Vbg, IDrain
DataValue, -100, 3.9854E-05
DataValue, -99, 3.9544E-05
DataValue, -98, 3.9242E-05
DataValue, -97, 3.8968000000000004E-05
DataValue, -96, 3.8690000000000004E-05
DataValue, -95, 3.8422E-05
DataValue, -94, 3.8166E-05
DataValue, -93, 3.7904E-05
DataValue, -92, 3.7670000000000004E-05
DataValue, -91, 3.7414000000000005E-05
DataValue, -90, 3.7196E-05
DataValue, -89, 3.6952E-05
DataValue, -88, 3.6704E-05
DataValue, -87, 3.6462000000000004E-05
DataValue, -86, 3.6222E-05
DataValue, -85, 3.6004E-05
DataValue, -84, 3.576E-05
DataValue, -83, 3.5526E-05
DataValue, -82, 3.5288E-05
DataValue, -81, 3.5066E-05
DataValue, -80, 3.4826E-05
DataValue, -79, 3.4592000000000004E-05
DataValue, -78, 3.4364E-05
DataValue, -77, 3.4128E-05
DataValue, -76, 3.3876E-05
DataValue, -75, 3.3642E-05
DataValue, -74, 3.3398E-05
DataValue, -73, 3.3144E-05
DataValue, -72, 3.2898E-05
DataValue, -71, 3.2656E-05
DataValue, -70, 3.24E-05
DataValue, -69, 3.2154000000000004E-05
DataValue, -68, 3.1896E-05
DataValue, -67, 3.1656E-05
DataValue, -66, 3.1392E-05
DataValue, -65, 3.1134000000000004E-05
DataValue, -64, 3.0886E-05
DataValue, -63, 3.0628E-05
DataValue, -62, 3.0372E-05
DataValue, -61, 3.0088E-05
DataValue, -60, 2.9828E-05
DataValue, -59, 2.9554000000000002E-05
DataValue, -58, 2.9302E-05
DataValue, -57, 2.903E-05
DataValue, -56, 2.8760000000000002E-05
DataValue, -55, 2.8496E-05
DataValue, -54, 2.8210000000000003E-05
DataValue, -53, 2.7926E-05
DataValue, -52, 2.7652000000000002E-05
DataValue, -51, 2.7354E-05
DataValue, -50, 2.7084E-05
DataValue, -49, 2.6804E-05
DataValue, -48, 2.6506E-05
DataValue, -47, 2.6216E-05
DataValue, -46, 2.5916E-05
DataValue, -45, 2.5618E-05
DataValue, -44, 2.5318E-05
DataValue, -43, 2.5024E-05
DataValue, -42, 2.472E-05
DataValue, -41, 2.4410000000000002E-05
DataValue, -40, 2.4102E-05
DataValue, -39, 2.3794E-05
DataValue, -38, 2.3466000000000002E-05
DataValue, -37, 2.3158E-05
DataValue, -36, 2.284E-05
DataValue, -35, 2.2522000000000002E-05
DataValue, -34, 2.2196000000000002E-05
DataValue, -33, 2.1884E-05
DataValue, -32, 2.1544000000000002E-05
DataValue, -31, 2.1216E-05
DataValue, -30, 2.0886E-05
DataValue, -29, 2.0548E-05
DataValue, -28, 2.0206E-05
DataValue, -27, 1.9866E-05
DataValue, -26, 1.9522E-05
DataValue, -25, 1.9184E-05
DataValue, -24, 1.883E-05
DataValue, -23, 1.8474E-05
DataValue, -22, 1.8112000000000002E-05
DataValue, -21, 1.7762E-05
DataValue, -20, 1.7392000000000002E-05
DataValue, -19, 1.7022E-05
DataValue, -18, 1.6656E-05
DataValue, -17, 1.6288E-05
DataValue, -16, 1.5914E-05
DataValue, -15, 1.554E-05
DataValue, -14, 1.5158000000000001E-05
DataValue, -13, 1.4776E-05
DataValue, -12, 1.4382E-05
DataValue, -11, 1.4002E-05
DataValue, -10, 1.361E-05
DataValue, -9, 1.3218000000000001E-05
DataValue, -8, 1.2824000000000001E-05
DataValue, -7, 1.2432E-05
DataValue, -6, 1.203E-05
DataValue, -5, 1.1632E-05
DataValue, -4, 1.1230000000000001E-05
DataValue, -3, 1.0824E-05
DataValue, -2, 1.0422000000000001E-05
DataValue, -1, 1.0022E-05
DataValue, 0, 9.6278000000000012E-06
DataValue, 1, 9.2200000000000015E-06
DataValue, 2, 8.8223E-06
DataValue, 3, 8.4343000000000016E-06
DataValue, 4, 8.0565000000000016E-06
DataValue, 5, 7.7071000000000011E-06
DataValue, 6, 7.3762000000000006E-06
DataValue, 7, 7.0691000000000006E-06
DataValue, 8, 6.7868000000000008E-06
DataValue, 9, 6.5345000000000007E-06
DataValue, 10, 6.3132000000000008E-06
DataValue, 11, 6.1202E-06
DataValue, 12, 5.9644000000000009E-06
DataValue, 13, 5.8356000000000005E-06
DataValue, 14, 5.7338000000000009E-06
DataValue, 15, 5.6483000000000006E-06
DataValue, 16, 5.5874000000000009E-06
DataValue, 17, 5.5427E-06
DataValue, 18, 5.5163000000000009E-06
DataValue, 19, 5.5074000000000008E-06
DataValue, 20, 5.5091E-06
DataValue, 21, 5.5225000000000009E-06
DataValue, 22, 5.5428000000000005E-06
DataValue, 23, 5.5651E-06
DataValue, 24, 5.5958000000000007E-06
DataValue, 25, 5.6268000000000009E-06
DataValue, 26, 5.6699000000000006E-06
DataValue, 27, 5.7170000000000005E-06
DataValue, 28, 5.7672000000000004E-06
DataValue, 29, 5.813800000000001E-06
DataValue, 30, 5.8584000000000005E-06
DataValue, 31, 5.907E-06
DataValue, 32, 5.9549E-06
DataValue, 33, 6.0091000000000006E-06
DataValue, 34, 6.0627E-06
DataValue, 35, 6.118600000000001E-06
DataValue, 36, 6.1685E-06
DataValue, 37, 6.2205000000000008E-06
DataValue, 38, 6.2698000000000005E-06
DataValue, 39, 6.3216000000000006E-06
DataValue, 40, 6.3745000000000005E-06
DataValue, 41, 6.4292000000000011E-06
DataValue, 42, 6.4849E-06
DataValue, 43, 6.5302000000000006E-06
DataValue, 44, 6.5790000000000009E-06
DataValue, 45, 6.6277000000000009E-06
DataValue, 46, 6.6720000000000007E-06
DataValue, 47, 6.7230000000000007E-06
DataValue, 48, 6.7715E-06
DataValue, 49, 6.8212000000000009E-06
DataValue, 50, 6.8681E-06
DataValue, 51, 6.9129E-06
DataValue, 52, 6.952600000000001E-06
DataValue, 53, 6.9950000000000008E-06
DataValue, 54, 7.0409000000000006E-06
DataValue, 55, 7.0857000000000006E-06
DataValue, 56, 7.130700000000001E-06
DataValue, 57, 7.1659000000000011E-06
DataValue, 58, 7.2080000000000011E-06
DataValue, 59, 7.2413000000000004E-06
DataValue, 60, 7.2832000000000008E-06
DataValue, 61, 7.3222000000000008E-06
DataValue, 62, 7.3646000000000006E-06
DataValue, 63, 7.4014000000000008E-06
DataValue, 64, 7.4336000000000011E-06
DataValue, 65, 7.4666000000000006E-06
DataValue, 66, 7.4946000000000011E-06
DataValue, 67, 7.5351000000000009E-06
DataValue, 68, 7.572600000000001E-06
DataValue, 69, 7.6087000000000005E-06
DataValue, 70, 7.644E-06
DataValue, 71, 7.6723000000000011E-06
DataValue, 72, 7.6987000000000014E-06
DataValue, 73, 7.7271000000000009E-06
DataValue, 74, 7.7516E-06
DataValue, 75, 7.7881000000000009E-06
DataValue, 76, 7.8197E-06
DataValue, 77, 7.8531000000000011E-06
DataValue, 78, 7.8802000000000012E-06
DataValue, 79, 7.9122E-06
DataValue, 80, 7.9363E-06
DataValue, 81, 7.9565E-06
DataValue, 82, 7.9893000000000016E-06
DataValue, 83, 8.0101000000000015E-06
DataValue, 84, 8.0406E-06
DataValue, 85, 8.0755000000000009E-06
DataValue, 86, 8.0975E-06
DataValue, 87, 8.1215E-06
DataValue, 88, 8.1436000000000011E-06
DataValue, 89, 8.1639000000000016E-06
DataValue, 90, 8.1965E-06
DataValue, 91, 8.2204E-06
DataValue, 92, 8.2504000000000015E-06
DataValue, 93, 8.2712000000000014E-06
DataValue, 94, 8.295000000000001E-06
DataValue, 95, 8.3222000000000014E-06
DataValue, 96, 8.3435E-06
DataValue, 97, 8.3702000000000016E-06
DataValue, 98, 8.3976E-06
DataValue, 99, 8.4246E-06
DataValue, 100, 8.4475E-06
DataValue, 100, 8.389E-06
DataValue, 99, 8.2476E-06
DataValue, 98, 8.1255E-06
DataValue, 97, 8.0118E-06
DataValue, 96, 7.9109E-06
DataValue, 95, 7.8160000000000011E-06
DataValue, 94, 7.7179000000000011E-06
DataValue, 93, 7.6269000000000006E-06
DataValue, 92, 7.5396000000000006E-06
DataValue, 91, 7.4616000000000007E-06
DataValue, 90, 7.3850000000000004E-06
DataValue, 89, 7.3117000000000007E-06
DataValue, 88, 7.234600000000001E-06
DataValue, 87, 7.166600000000001E-06
DataValue, 86, 7.0956E-06
DataValue, 85, 7.0270000000000007E-06
DataValue, 84, 6.9630000000000009E-06
DataValue, 83, 6.9044E-06
DataValue, 82, 6.8461E-06
DataValue, 81, 6.7883000000000007E-06
DataValue, 80, 6.7285000000000009E-06
DataValue, 79, 6.6720000000000007E-06
DataValue, 78, 6.6179000000000006E-06
DataValue, 77, 6.5590000000000011E-06
DataValue, 76, 6.5111000000000011E-06
DataValue, 75, 6.4642000000000007E-06
DataValue, 74, 6.4167000000000008E-06
DataValue, 73, 6.369E-06
DataValue, 72, 6.321000000000001E-06
DataValue, 71, 6.2738000000000008E-06
DataValue, 70, 6.2265000000000004E-06
DataValue, 69, 6.1832E-06
DataValue, 68, 6.1479000000000009E-06
DataValue, 67, 6.1091000000000005E-06
DataValue, 66, 6.0764000000000008E-06
DataValue, 65, 6.0370000000000008E-06
DataValue, 64, 6.0014000000000007E-06
DataValue, 63, 5.966000000000001E-06
DataValue, 62, 5.9349000000000006E-06
DataValue, 61, 5.9086000000000005E-06
DataValue, 60, 5.8843000000000006E-06
DataValue, 59, 5.8639000000000007E-06
DataValue, 58, 5.8373000000000008E-06
DataValue, 57, 5.8151000000000004E-06
DataValue, 56, 5.7945E-06
DataValue, 55, 5.7803E-06
DataValue, 54, 5.7739000000000007E-06
DataValue, 53, 5.7668E-06
DataValue, 52, 5.7668E-06
DataValue, 51, 5.7631000000000008E-06
DataValue, 50, 5.7654000000000007E-06
